WINNER,CRIMINALCASES,AGE,ASSETS,LIABILITIES,GENERAL VOTES,POSTAL VOTES,TOTAL VOTES,"OVER TOTAL ELECTORS 
IN CONSTITUENCY","OVER TOTAL VOTES POLLED 
IN CONSTITUENCY",TOTAL ELECTORS,STATE,CONSTITUENCY,NAME,PARTY,SYMBOL,GENDER,CATEGORY,EDUCATION
1,2.5,52.0,3099414,231450.0,376892,482.0,377374,25.33068419,35.4682479,1489790.0,Telangana,ADILABAD,SOYAM BAPU RAO,BJP,Lotus,MALE,ST,scholl level
0,0.0,54.0,18477888,847000.0,318665,149.0,318814,21.39992885,29.96436953,1489790.0,Telangana,ADILABAD,Godam Nagesh,TRS,Car,MALE,ST,Post Graduate/Doctorate
0,2.5,52.0,36491000,15244926.875,314057,181.0,314238,21.09277146,29.53428505,1489790.0,Telangana,ADILABAD,RATHOD RAMESH,INC,Hand,MALE,ST,scholl level
1,2.5,58.0,74274036,8606522.0,644459,2416.0,646875,33.38382301,56.46461464,1937690.0,Uttar Pradesh,AGRA,Satyapal Singh Baghel,BJP,Lotus,MALE,SC,Post Graduate/Doctorate
0,0.0,47.0,133784385,15244926.875,434199,1130.0,435329,22.46639039,37.99912537,1937690.0,Uttar Pradesh,AGRA,Manoj Kumar Soni,BSP,Elephant,MALE,SC,Post Graduate/Doctorate
0,0.0,54.0,55075753,0.0,44877,272.0,45149,2.3300424730000002,3.9409791480000003,1937690.0,Uttar Pradesh,AGRA,Preeta Harit,INC,Hand,FEMALE,SC,Post Graduate/Doctorate
1,0.0,37.0,168664576,2623964.0,696961,3718.25,704660,37.85653348,58.42515898,1861396.0,Maharashtra,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,BJP,Lotus,MALE,GENERAL,Post Graduate/Doctorate
0,1.0,34.0,94488381,15244926.875,419364,3718.25,423186,22.73487211,35.08743129,1861396.0,Maharashtra,AHMADNAGAR,SANGRAM ARUNKAKA JAGTAP,NCP,Clock,MALE,GENERAL,Graduate
0,0.0,62.0,13949000,1400000.0,31644,163.0,31807,1.7087712659999998,2.6371995459999997,1861396.0,Maharashtra,AHMADNAGAR,SUDHAKAR LAXMAN AVHAD,VBA,Cup & Saucer,MALE,GENERAL,Graduate
1,0.0,58.0,74699690,6252577.0,745810,3718.25,749834,41.3849704,67.00546171,1811851.0,Gujarat,AHMEDABAD EAST,Patel Hasmukhbhai Somabhai,BJP,Lotus,MALE,GENERAL,Illiterate
0,2.5,38.0,40375418,3121888.0,312883,2621.0,315504,17.41335242,28.19356176,1811851.0,Gujarat,AHMEDABAD EAST,Gitaben Patel,INC,Hand,FEMALE,GENERAL,scholl level
1,0.0,69.0,89474039,0.0,638241,3381.0,641622,39.04432316,64.21145018,1643317.0,Gujarat,AHMEDABAD WEST,DR. KIRIT P. SOLANKI,BJP,Lotus,MALE,SC,Post Graduate/Doctorate
0,0.0,68.0,219403654,15244926.875,317797,2279.0,320076,19.47743497,32.03216867,1643317.0,Gujarat,AHMEDABAD WEST,RAJU PARMAR,INC,Hand,MALE,SC,Graduate
0,0.0,66.0,5354000,0.0,9909,119.0,10028,0.610229189,1.003569738,1643317.0,Gujarat,AHMEDABAD WEST,TRIBHOVANDAS KARSANDAS VAGHELA,BSP,Elephant,MALE,SC,scholl level
1,0.0,64.0,85101774,8319942.0,811091,3718.25,815076,43.4395362,64.52234957,1876346.0,Rajasthan,AJMER,Bhagirath Chaudhary,BJP,Lotus,MALE,GENERAL,scholl level
0,0.0,40.0,219403654,15244926.875,397420,1232.0,398652,21.24618807,31.55774885,1876346.0,Rajasthan,AJMER,Riju Jhunjhunwala,INC,Hand,MALE,GENERAL,Graduate
0,0.0,60.0,41740458,890000.0,13547,71.0,13618,0.725772326,1.078016475,1876346.0,Rajasthan,AJMER,Durga Lal Regar,BSP,Elephant,MALE,SC,Post Graduate/Doctorate
0,0.0,60.0,25792244,268705.0,13036,5.0,13041,0.695021068,1.032340494,1876346.0,Rajasthan,AJMER,Vishram Babu,APoI,Coat,MALE,SC,Post Graduate/Doctorate
1,0.0,64.0,28546617,559965.0,577603,3679.0,581282,32.91292046,56.62023333,1766121.0,Uttar Pradesh,AKBARPUR,Devendra Singh 'Bhole',BJP,Lotus,MALE,GENERAL,scholl level
0,0.0,46.0,134448979,13619617.0,304553,1587.0,306140,17.33403317,29.81980903,1766121.0,Uttar Pradesh,AKBARPUR,Nisha Sachan,BSP,Elephant,FEMALE,GENERAL,Post Graduate/Doctorate
0,1.0,58.0,19097262,8600000.0,107592,749.0,108341,6.134404155,10.55304086,1766121.0,Uttar Pradesh,AKBARPUR,Rajaram Pal,INC,Hand,MALE,GENERAL,Graduate
1,1.0,60.0,77153230,14985774.0,552898,1546.0,554444,29.72620712,49.49575293,1865169.0,Maharashtra,AKOLA,Dhotre Sanjay Shamrao,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,64.0,58722916,0.0,278241,607.0,278848,14.95028064,24.89303106,1865169.0,Maharashtra,AKOLA,Ambedkar (Adv) Prakash Yashwant,VBA,Cup & Saucer,MALE,GENERAL,Graduate
0,1.0,60.0,14947292,483635.0,254094,276.0,254370,13.63790627,22.70785629,1865169.0,Maharashtra,AKOLA,Hidayatullah Barakatullah Patel,INC,Hand,MALE,GENERAL,scholl level
1,2.0,54.0,15268906,2220700.0,443003,2967.0,445970,32.87164969,40.91047525,1356701.0,Kerala,ALAPPUZHA,Adv. A M ARIFF,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Graduate
0,0.0,52.0,18665943,825000.0,433790,1706.0,435496,32.09962991,39.94965655,1356701.0,Kerala,ALAPPUZHA,Adv. SHANIMOL OSMAN,INC,Hand,FEMALE,GENERAL,Post Graduate/Doctorate
0,1.0,64.0,16484722,0.0,186278,1451.0,187729,13.83716825,17.22107453,1356701.0,Kerala,ALAPPUZHA,Dr. K. S. RADHAKRISHNAN,BJP,Lotus,MALE,GENERAL,Post Graduate/Doctorate
1,2.5,32.0,1152816,0.0,532493,1322.0,533815,42.13905339,52.36684011,1266794.0,Kerala,ALATHUR,RAMYA HARIDAS,INC,Hand,FEMALE,SC,scholl level
0,0.0,44.0,4083003,519379.0,373696,1151.0,374847,29.59020962,36.77220182,1266794.0,Kerala,ALATHUR,DR. P.K.BIJU,CPI(M),"Hammer, Sickle and Star",MALE,SC,Post Graduate/Doctorate
0,2.5,61.0,1261055,685000.0,89575,262.0,89837,7.091681836,8.812940466,1266794.0,Kerala,ALATHUR,T.V.BABU,BDJS,Pot,MALE,SC,scholl level
1,0.0,46.0,109522559,15244926.875,651805,3718.25,656215,34.77322936,56.37828085,1887127.0,Uttar Pradesh,ALIGARH,SATISH KUMAR GAUTAM,BJP,Lotus,MALE,GENERAL,scholl level
0,0.0,51.0,219403654,0.0,424890,2064.0,426954,22.62455044,36.68147257,1887127.0,Uttar Pradesh,ALIGARH,DR. AJEET BALIYAN,BSP,Elephant,MALE,GENERAL,Post Graduate/Doctorate
0,2.5,62.0,12863000,4273034.0,50346,534.0,50880,2.696161944,4.371321792,1887127.0,Uttar Pradesh,ALIGARH,BIJENDRA SINGH CHAUDHARY,INC,Hand,MALE,GENERAL,Graduate
1,2.5,43.0,1418730,0.0,747788,3016.0,750804,45.54790968,54.35976298,1648383.0,West Bengal,ALIPURDUARS,JOHN BARLA,BJP,Lotus,MALE,ST,scholl level
0,0.0,52.0,9039609,581713.0,505885,930.0,506815,30.74619187,36.69445458,1648383.0,West Bengal,ALIPURDUARS,DASRATH TIRKEY,AITC,Flowers and Grass,MALE,ST,Graduate
0,0.0,42.0,2804955,304672.0,53859,151.0,54010,3.2765443469999997,3.910435745,1648383.0,West Bengal,ALIPURDUARS,MILI ORAON,RSP,Spade & Stoker,FEMALE,ST,Post Graduate/Doctorate
0,0.0,44.0,2320328,659760.0,27279,148.0,27427,1.66387302,1.985771545,1648383.0,West Bengal,ALIPURDUARS,MOHANLAL BASUMATA,INC,Hand,MALE,ST,Graduate
1,2.5,69.0,26919330,1600000.0,493204,1250.0,494454,28.81164926,55.5845464,1716160.0,Uttar Pradesh,ALLAHABAD,Rita Bahuguna Joshi,BJP,Lotus,FEMALE,GENERAL,Post Graduate/Doctorate
0,0.0,63.0,219403654,0.0,309328,851.0,310179,18.07401408,34.86908593,1716160.0,Uttar Pradesh,ALLAHABAD,Rajendra Singh Patel,SP,Bicycle,MALE,GENERAL,Graduate
0,1.0,49.0,4200199,0.0,31852,101.0,31953,1.861889334,3.592028805,1716160.0,Uttar Pradesh,ALLAHABAD,Yogesh Shukla,INC,Hand,MALE,GENERAL,scholl level
0,0.0,77.0,31397972,308458.0,10397,6.0,10403,0.606178911,1.169463764,1716160.0,Uttar Pradesh,ALLAHABAD,Girdhar Gopal Tripathi,CPI(M),Ears of Corn And Sickle,MALE,GENERAL,Post Graduate/Doctorate
1,0.0,46.0,9910448,55845.0,430455,3718.25,444651,33.23728069,63.53909006,1337808.0,Uttarakhand,ALMORA,Ajay Tamta,BJP,Lotus,MALE,SC,scholl level
0,1.0,60.0,13293598,2500000.0,209836,1829.0,211665,15.82177712,30.24619645,1337808.0,Uttarakhand,ALMORA,Pradeep Tamta,INC,Hand,MALE,SC,Post Graduate/Doctorate
0,0.0,41.0,2870000,1500000.0,10059,131.0,10190,0.7616937559999999,1.4561157580000001,1337808.0,Uttarakhand,ALMORA,Sunder Dhoni (Advocate),BSP,Elephant,MALE,SC,Post Graduate/Doctorate
1,0.0,35.0,352929,0.0,750580,3718.25,760201,40.25371136,59.93021553,1888524.0,Rajasthan,ALWAR,Balak Nath,BJP,Lotus,MALE,GENERAL,scholl level
0,2.0,47.0,136542038,0.0,426794,3436.0,430230,22.78128316,33.91705171,1888524.0,Rajasthan,ALWAR,Bhanwar Jitendra Singh,INC,Hand,MALE,GENERAL,Graduate
0,0.0,31.0,16328526,5844684.0,56399,250.0,56649,2.999644167,4.4659067530000005,1888524.0,Rajasthan,ALWAR,Imran Khan,BSP,Elephant,MALE,GENERAL,scholl level
1,0.0,46.0,85993362,2431407.0,482003,3718.25,485958,33.29491982,39.33710441,1459556.0,Andhra Pradesh,AMALAPURAM,CHINTA ANURADHA,YSRCP,Ceiling Fan,FEMALE,SC,Graduate
0,0.0,28.0,73049918,1537488.0,443590,2573.0,446163,30.56840573,36.11579707,1459556.0,Andhra Pradesh,AMALAPURAM,GANTI HARISH MADHUR (BALAYOGI),TDP,Bicycle,MALE,SC,Graduate
0,1.0,59.0,28930012,0.0,253740,1577.0,255317,17.49278548,20.66728295,1459556.0,Andhra Pradesh,AMALAPURAM,D M R SEKHAR,JnP,Glass Tumbler,MALE,SC,Post Graduate/Doctorate
1,0.0,67.0,54361499,188861.0,744438,2070.0,746508,40.27100233,56.64280587,1853711.0,Haryana,AMBALA,RATTAN LAL KATARIA,BJP,Lotus,MALE,SC,Post Graduate/Doctorate
0,0.0,56.0,219403654,0.0,403678,485.0,404163,21.80291318,30.66668589,1853711.0,Haryana,AMBALA,SELJA,INC,Hand,FEMALE,SC,Post Graduate/Doctorate
0,0.0,55.0,38090737,73613.0,96205,91.0,96296,5.194768764,7.30665396,1853711.0,Haryana,AMBALA,NARESH KUMAR,BSP,Elephant,MALE,SC,scholl level
0,1.0,61.0,4415779,0.0,19518,57.0,19575,1.05598985,1.485292756,1853711.0,Haryana,AMBALA,RAM PAL,INLD,Spectacles,MALE,SC,scholl level
1,1.0,38.0,219403654,15244926.875,563445,673.0,564118,31.59162146,51.72476079999999,1785657.0,Uttar Pradesh,AMBEDKAR NAGAR,Ritesh Pandey,BSP,Elephant,MALE,GENERAL,Graduate
0,0.0,71.0,24116406,12848.0,467287,951.0,468238,26.22216921,42.93339079,1785657.0,Uttar Pradesh,AMBEDKAR NAGAR,Mukut Bihari,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,36.0,2137783,0.0,15164,3.0,15167,0.849379248,1.390683238,1785657.0,Uttar Pradesh,AMBEDKAR NAGAR,Rakesh,SBSP,Walking Stick,MALE,GENERAL,scholl level
1,0.0,43.0,111099609,0.0,467598,916.0,468514,26.87180781,49.68566932,1743515.0,Uttar Pradesh,AMETHI,Smriti Irani,BJP,Lotus,FEMALE,GENERAL,scholl level
0,2.5,48.0,158877063,7201904.0,412867,527.0,413394,23.71037817,43.8402216,1743515.0,Uttar Pradesh,AMETHI,Rahul Gandhi,INC,Hand,MALE,GENERAL,Post Graduate/Doctorate
1,1.0,33.0,124554656,15244926.875,507844,3103.0,510947,27.87352074,45.87203159,1833091.0,Maharashtra,AMRAVATI,Navnit Ravi Rana,IND,Spanner,FEMALE,SC,scholl level
0,2.0,71.0,44015877,8545894.0,470549,3447.0,473996,25.8577452,42.55462794,1833091.0,Maharashtra,AMRAVATI,Adsul Anandrao Vithoba,SHS,Bow and Arrow,MALE,SC,Graduate
0,2.0,47.0,219403654,15244926.875,64585,550.0,65135,3.553287862,5.847719582000001,1833091.0,Maharashtra,AMRAVATI,Gunwant Deopare,VBA,Whistle,MALE,SC,Illiterate
0,2.5,56.0,219403654,6600000.0,12232,104.0,12336,0.672961681,1.107507005,1833091.0,Maharashtra,AMRAVATI,Arun Motiramji Wankhade,BSP,Elephant,MALE,SC,scholl level
1,0.0,64.0,35900763,828961.0,527593,1442.0,529035,32.48700759,58.043673600000005,1628451.0,Gujarat,AMRELI,Kachhadiya Naranbhai Bhikhabhai,BJP,Lotus,MALE,GENERAL,scholl level
0,0.0,42.0,14342991,0.0,326781,823.0,327604,20.11752273,35.94344353,1628451.0,Gujarat,AMRELI,Paresh Dhanani,INC,Hand,MALE,GENERAL,Graduate
0,0.0,47.0,133189,0.0,9664,27.0,9691,0.59510541,1.06325903,1628451.0,Gujarat,AMRELI,Chauhan Ravjibhai Mulabhai,BSP,Elephant,MALE,SC,scholl level
1,0.0,46.0,34011739,9031565.0,444052,980.0,445032,29.51385228,51.71291057,1507875.0,Punjab,AMRITSAR,GURJEET SINGH AUJLA,INC,Hand,MALE,GENERAL,scholl level
0,0.0,67.0,219403654,15244926.875,344049,1357.0,345406,22.90680594,40.13632635,1507875.0,Punjab,AMRITSAR,HARDEEP SINGH PURI,BJP,Lotus,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,58.0,14878922,2789687.0,19800,287.0,20087,1.3321396,2.334118074,1507875.0,Punjab,AMRITSAR,KULDIP SINGH DHALIWAL,AAP,Broom,MALE,GENERAL,scholl level
0,0.0,55.0,661000,0.0,16278,57.0,16335,1.083312609,1.8981340530000002,1507875.0,Punjab,AMRITSAR,DASWINDER KAUR,CPI(M),Ears of Corn And Sickle,FEMALE,GENERAL,Graduate
1,0.0,43.0,74920879,15244926.875,600744,338.0,601082,36.50809173,51.38533401,1646435.0,Uttar Pradesh,AMROHA,KUNWAR DANISH ALI,BSP,Elephant,MALE,GENERAL,Graduate
0,0.0,58.0,219403654,10700504.0,536380,1454.0,537834,32.66657961,45.9783852,1646435.0,Uttar Pradesh,AMROHA,KANWAR SINGH TANWAR,BJP,Lotus,MALE,GENERAL,scholl level
0,0.0,35.0,27003125,12293421.0,12454,56.0,12510,0.7598234970000001,1.0694556290000001,1646435.0,Uttar Pradesh,AMROHA,SACHIN CHOUDHARY,INC,Hand,MALE,GENERAL,scholl level
1,0.0,52.0,91526244,11139279.0,583210,3016.0,586226,38.5329471,47.25891124,1521363.0,Andhra Pradesh,ANAKAPALLI,Dr.Beesetti Venkata Satyavathi,YSRCP,Ceiling Fan,FEMALE,GENERAL,Graduate
0,0.0,43.0,219403654,15244926.875,495381,1653.0,497034,32.67030945,40.06865217,1521363.0,Andhra Pradesh,ANAKAPALLI,ADARI ANAND KUMAR,TDP,Bicycle,MALE,GENERAL,scholl level
0,0.0,56.0,219403654,15244926.875,82126,462.0,82588,5.428553212000001,6.657874201,1521363.0,Andhra Pradesh,ANAKAPALLI,Chintala Partha Sarathi,JnP,Glass Tumbler,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,65.0,57688924,9497894.0,12888,388.0,13276,0.872638548,1.070251585,1521363.0,Andhra Pradesh,ANAKAPALLI,Dr. Gandi Venkata Satyanarayana Rao (Dr Vikram),BJP,Lotus,MALE,GENERAL,Post Graduate/Doctorate
1,2.0,54.0,77043053,7810840.0,631581,1516.0,633097,38.23349659,57.03144987,1655870.0,Gujarat,ANAND,PATEL MITESH RAMESHBHAI (BAKABHAI),BJP,Lotus,MALE,GENERAL,Illiterate
0,0.0,65.0,54490955,1934855.0,434006,1373.0,435379,26.29306648,39.22036531,1655870.0,Gujarat,ANAND,BHARATBHAI MADHAVSINH SOLANKI,INC,Hand,MALE,GENERAL,Graduate
1,0.0,53.0,154637860,0.0,426904,1141.0,428045,25.1957765,39.55965857,1698876.0,Punjab,ANANDPUR SAHIB,Manish Tewari,INC,Hand,MALE,GENERAL,Graduate
0,1.0,69.0,126971695,0.0,379552,1609.0,381161,22.436069500000002,35.226667799999994,1698876.0,Punjab,ANANDPUR SAHIB,Professor Prem Singh Chandumajra,SAD,Scales,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,62.0,219403654,3400824.0,146077,364.0,146441,8.61987573,13.53398816,1698876.0,Punjab,ANANDPUR SAHIB,Sodhi Vikram Singh,BSP,Elephant,MALE,GENERAL,Graduate
0,1.0,51.0,219403654,15244926.875,52539,513.0,53052,3.122770585,4.903033574,1698876.0,Punjab,ANANDPUR SAHIB,Narinder Singh Shergill,AAP,Broom,MALE,GENERAL,Post Graduate/Doctorate
1,2.0,48.0,11773091,1135547.0,690901,3718.25,695208,41.77531007,51.5689326,1664160.0,Andhra Pradesh,ANANTAPUR,TALARI RANGAIAH,YSRCP,Ceiling Fan,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,45.0,219403654,15244926.875,550597,3183.0,553780,33.27684838,41.07812841,1664160.0,Andhra Pradesh,ANANTAPUR,J.C. PAVAN REDDY,TDP,Bicycle,MALE,GENERAL,Graduate
0,0.0,29.0,7264263,1700000.0,29994,85.0,30079,1.8074584169999999,2.231191131,1664160.0,Andhra Pradesh,ANANTAPUR,K.RAJIV REDDY,INC,Hand,MALE,GENERAL,Graduate
0,2.5,58.0,25613277,2761973.0,20192,102.0,20294,1.219474089,1.5053623059999999,1664160.0,Andhra Pradesh,ANANTAPUR,D.JAGADEESH,CPI(M),Ears of Corn And Sickle,MALE,GENERAL,scholl level
1,0.0,65.0,87620672,0.0,40032,148.0,40180,2.874560285,32.02486749,1397779.0,Jammu & Kashmir,ANANTNAG,HASNAIN MASOODI,JKN,Plough,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,60.0,140146018,0.0,32879,625.0,33504,2.39694544,26.70386163,1397779.0,Jammu & Kashmir,ANANTNAG,GHULAM AHMAD MIR,INC,Hand,MALE,GENERAL,Graduate
0,1.0,59.0,8903857,0.0,30223,301.0,30524,2.183750078,24.32869725,1397779.0,Jammu & Kashmir,ANANTNAG,MEHBOOBA MUFTI,JKPDP,Ink Pot & Pen,FEMALE,GENERAL,Graduate
0,1.0,53.0,11710000,0.0,9687,538.0,10225,0.731517643,8.149683179,1397779.0,Jammu & Kashmir,ANANTNAG,SOFI YOUSUF,BJP,Lotus,MALE,GENERAL,Illiterate
0,0.0,60.0,23265829,202000.0,1629,17.0,1646,0.117758244,1.311919659,1397779.0,Jammu & Kashmir,ANANTNAG,CH. ZAFFAR ALI,JPC,Apple,MALE,ST,scholl level
0,0.0,45.0,31000,0.0,1365,4.0,1369,0.097941091,1.091140956,1397779.0,Jammu & Kashmir,ANANTNAG,GH. MOHD. WANI,IND,Table,MALE,GENERAL,scholl level
1,0.0,52.0,132233012,15244926.875,95249,59.0,95308,29.92674372,45.95415578,1090903.625,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,KULDEEP RAI SHARMA,INC,Hand,MALE,GENERAL,Graduate
0,1.0,46.0,85140573,4633914.0,93772,129.0,93901,29.48494525,45.27575001,1090903.625,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,VISHAL JOLLY,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,61.0,19916000,1311000.0,5339,2.0,5341,1.677075778,2.5752418059999997,1090903.625,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,PARITOSH KUMAR HALDAR,IND,Helicopter,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,49.0,99887782,1791076.0,2837,2.0,2839,0.891446945,1.3688656590000001,1090903.625,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,SANJAY MESHACK,AAP,Broom,MALE,GENERAL,scholl level
0,0.0,43.0,1250000,240000.0,2478,8.0,2486,0.780604827,1.1986615109999998,1090903.625,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,PRAKASH MINJ,BSP,Elephant,MALE,SC,Post Graduate/Doctorate
1,0.0,50.0,21766502,3324300.0,536377,1298.0,537675,30.11164283,51.06600614,1785605.0,Uttar Pradesh,AONLA,DHARMENDRA KASHYAP,BJP,Lotus,MALE,GENERAL,scholl level
0,1.0,57.0,219403654,2100000.0,423100,832.0,423932,23.74164499,40.26319638,1785605.0,Uttar Pradesh,AONLA,RUCHIVIRA,BSP,Elephant,FEMALE,GENERAL,Graduate
0,0.0,64.0,41189445,0.0,62407,141.0,62548,3.502902378,5.940533877000001,1785605.0,Uttar Pradesh,AONLA,KUNWAR SARVARAJ SINGH,INC,Hand,MALE,GENERAL,Graduate
1,2.0,71.0,219403654,15244926.875,666688,3718.25,672190,44.81218867,56.97916102,1500016.0,Tamil Nadu,ARAKKONAM,S. JAGATHRAKSHAKAN,DMK,Rising Sun,MALE,GENERAL,scholl level
0,2.5,55.0,46023417,7710578.0,341527,1707.0,343234,22.88202259,29.094728200000002,1500016.0,Tamil Nadu,ARAKKONAM,A.K. MOORTHY,PMK,Mango,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,43.0,133000,0.0,66595,231.0,66826,4.455019146000001,5.664602886,1500016.0,Tamil Nadu,ARAKKONAM,N.G. PARTHIBAN,IND,Gift Pack,MALE,GENERAL,scholl level
0,0.0,40.0,3520000,0.0,29065,282.0,29347,1.956445798,2.4876410509999998,1500016.0,Tamil Nadu,ARAKKONAM,Y.R. PAVENDHAN,NTK,Ganna Kisan,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,61.0,10961100,0.0,23598,173.0,23771,1.58471643,2.014983318,1500016.0,Tamil Nadu,ARAKKONAM,"RAJENDRAN, N.",MNM,Battery Torch,MALE,GENERAL,Post Graduate/Doctorate
1,1.0,33.0,12527597,4244000.0,649613,316.0,649929,36.82889015,44.13893194,1764726.0,West Bengal,ARAMBAGH,APARUPA PODDAR (AFRIN ALI),AITC,Flowers and Grass,FEMALE,SC,Post Graduate/Doctorate
0,1.0,55.0,2014593,1875000.0,647755,1032.0,648787,36.76417756,44.06137476,1764726.0,West Bengal,ARAMBAGH,TAPAN KUMAR RAY,BJP,Lotus,MALE,SC,Post Graduate/Doctorate
0,2.0,59.0,10448352,17324.0,100373,147.0,100520,5.6960683979999995,6.826661741000001,1764726.0,West Bengal,ARAMBAGH,SAKTI MOHAN MALIK,CPI(M),"Hammer, Sickle and Star",MALE,SC,Post Graduate/Doctorate
0,0.0,41.0,12069004,2996520.0,25094,34.0,25128,1.4239037669999999,1.706529608,1764726.0,West Bengal,ARAMBAGH,JYOTI KUMARI DAS,INC,Hand,FEMALE,SC,Graduate
1,1.0,46.0,219403654,15244926.875,613390,3718.25,617760,42.62912742,53.956749699999996,1449150.0,Tamil Nadu,ARANI,VISHNU PRASAD M K,INC,Hand,MALE,GENERAL,Graduate
0,0.0,63.0,111158268,1884554.0,385294,1660.0,386954,26.70213573,33.79755912,1449150.0,Tamil Nadu,ARANI,ELUMALAI V,AIADMK,Two Leaves,MALE,GENERAL,Graduate
0,0.0,55.0,22006894,11328495.0,46326,57.0,46383,3.200703861,4.051210698999999,1449150.0,Tamil Nadu,ARANI,SENTHAMIZHAN G,IND,Gift Pack,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,37.0,2934243,0.0,32151,258.0,32409,2.23641445,2.830685543,1449150.0,Tamil Nadu,ARANI,TAMIZHARASI A,NTK,Ganna Kisan,FEMALE,GENERAL,Post Graduate/Doctorate
0,0.0,41.0,44642380,15244926.875,14680,96.0,14776,1.019632198,1.290573902,1449150.0,Tamil Nadu,ARANI,SHAJI V,MNM,Battery Torch,MALE,GENERAL,scholl level
1,2.5,52.0,5010577,1159200.0,618004,430.0,618434,34.25394045,52.86931039,1805439.0,Bihar,ARARIA,PRADEEP KUMAR SINGH,BJP,Lotus,MALE,GENERAL,scholl level
0,2.5,50.0,76618366,8566199.0,481120,73.0,481193,26.65240975,41.13671317,1805439.0,Bihar,ARARIA,SARFARAZ ALAM,RJD,Hurricane Lamp,MALE,GENERAL,Graduate
1,1.0,66.0,79971720,0.0,560106,3718.25,566480,27.11269948,52.33245632,2089353.0,Bihar,ARRAH,R. K. Singh,BJP,Lotus,MALE,GENERAL,Graduate
0,1.0,36.0,682315,0.0,418266,929.0,419195,20.06338804,38.725999200000004,2089353.0,Bihar,ARRAH,Raju Yadav,CPI(ML)(L),Flag with Three Stars,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,81.0,3196572,0.0,13768,5.0,13773,0.659199283,1.272374878,2089353.0,Bihar,ARRAH,Shiv das Singh,IND,Football,MALE,GENERAL,scholl level
0,0.0,70.0,4437819,0.0,12592,6.0,12598,0.602961778,1.163826233,2089353.0,Bihar,ARRAH,Raj Giri Bhagat,SSD,Saw,MALE,GENERAL,scholl level
1,0.0,26.0,141179,0.0,557561,3718.25,562190,38.73384511,52.13983965,1451418.0,Andhra Pradesh,ARUKU,GODDETI. MADHAVI,YSRCP,Ceiling Fan,FEMALE,ST,Graduate
0,0.0,72.0,65729020,0.0,336163,1938.0,338101,23.2945299,31.35689344,1451418.0,Andhra Pradesh,ARUKU,KISHORE CHANDRA DEO,TDP,Bicycle,MALE,ST,Post Graduate/Doctorate
0,2.5,49.0,2567059,320000.0,42245,549.0,42794,2.948426987,3.9688936089999998,1451418.0,Andhra Pradesh,ARUKU,GANGULAIAH VAMPURU.,JnP,Glass Tumbler,MALE,ST,scholl level
0,0.0,54.0,11443485,2200000.0,17578,289.0,17867,1.23100306,1.6570599169999998,1451418.0,Andhra Pradesh,ARUKU,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,Lotus,MALE,ST,Post Graduate/Doctorate
0,0.0,46.0,23592023,0.0,17656,74.0,17730,1.221564015,1.6443539669999998,1451418.0,Andhra Pradesh,ARUKU,SHRUTI DEVI VYRICHERLA,INC,Hand,FEMALE,ST,Graduate
0,0.0,61.0,340500,0.0,13810,16.0,13826,0.9525856779999999,1.282280764,1451418.0,Andhra Pradesh,ARUKU,KANGALA BALUDORA,IND,Cup & Saucer,MALE,ST,Illiterate
0,0.0,37.0,964000,0.0,11231,5.0,11236,0.7741394970000001,1.042073388,1451418.0,Andhra Pradesh,ARUKU,NARAVA SATYAVATHI,IND,Bangles,FEMALE,ST,scholl level
1,0.0,54.0,136628259,0.0,148567,3718.25,153883,45.28794425,52.03689989,1090903.625,Arunachal Pradesh,ARUNACHAL EAST,Tapir Gao,BJP,Lotus,MALE,ST,Post Graduate/Doctorate
0,0.0,69.0,219403654,4168771.0,80378,3557.0,83935,24.70216723,28.38336394,1090903.625,Arunachal Pradesh,ARUNACHAL EAST,Lowangcha Wanglat,INC,Hand,MALE,ST,Graduate
0,0.0,47.0,10452925,0.0,22160,777.0,22937,6.750385535,7.756349778,1090903.625,Arunachal Pradesh,ARUNACHAL EAST,Mongol Yomso,PPA,Maize,MALE,ST,scholl level
